Song,Artist,Label,YouTube_URL
River,Eminem Featuring Ed Sheeran,1,https://www.youtube.com/watch?v=wfWIs2gFTAM
Talladega,Eric Church,1,https://www.youtube.com/watch?v=rek_Cxrc1pE
Heart On Fire,Eric Church,0,https://www.youtube.com/watch?v=s-XhvCmV4jI
Round Here Buzz,Eric Church,1,https://www.youtube.com/watch?v=0_CksCHnooM
Irresistible,Fall Out Boy,1,https://www.youtube.com/watch?v=i8BGAYXNW74
Centuries,Fall Out Boy,1,https://www.youtube.com/watch?v=LBr7kECsjcQ
Pick It Up,Famous Dex Featuring A$AP Rocky,1,https://www.youtube.com/watch?v=JV_KyU6Y4r8
L.A.LOVE (la la),Fergie,1,https://www.youtube.com/watch?v=GLyP0B2Q-R4
Again,Fetty Wap,1,https://www.youtube.com/watch?v=Cq74Ct7sc3o
Trap Queen,Fetty Wap,0,https://www.youtube.com/watch?v=i_kF4zLNKio
679,Fetty Wap Featuring Remy Boyz,1,https://www.youtube.com/watch?v=Pzz4Z-O7710
Sledgehammer,Fifth Harmony,1,https://www.youtube.com/watch?v=gCJ3rmiZFr8
HandClap,Fitz And The Tantrums,1,https://www.youtube.com/watch?v=Y2V6yjjPbX0
Leave Me Alone,Flipp Dinero,1,https://www.youtube.com/watch?v=9L-pHRITk0g
Never Lose Me,Flo Milli,1,https://www.youtube.com/watch?v=z67xXk8aNIk
My House,Flo Rida,1,https://www.youtube.com/watch?v=uo35R9zQsAI
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,1,https://www.youtube.com/watch?v=F8Cg572dafQ
Sun Daze,Florida Georgia Line,1,https://www.youtube.com/watch?v=c8nY06Pt8Qw
May We All,Florida Georgia Line Featuring Tim McGraw,1,https://www.youtube.com/watch?v=PT4ryVop_Fc
Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,1,https://www.youtube.com/watch?v=-UrjSOaBn9s
No Stylist,French Montana Featuring Drake,1,https://www.youtube.com/watch?v=9_k_goMr5ZI
Unforgettable,French Montana Featuring Swae Lee,1,https://www.youtube.com/watch?v=CTFtOOh47oo
Harley Quinn,Fuerza Regida & Marshmello,1,https://www.youtube.com/watch?v=IIKlkqbeYbI
Bebe Dame,Fuerza Regida X Grupo Frontera,1,https://www.youtube.com/watch?v=Oie--p6YqJo
Fine China,Future & Juice WRLD,1,https://www.youtube.com/watch?v=e1KmvsLwmVc
Where Ya At,Future Featuring Drake,1,https://www.youtube.com/watch?v=lw3Or6eqIpI
Life Is Good,Future Featuring Drake,0,https://www.youtube.com/watch?v=l0U7SxXHkPY
Used To This,Future Featuring Drake,0,https://www.youtube.com/watch?v=SZDmuHSqwtg
Him & I,G-Eazy & Halsey,1,https://www.youtube.com/watch?v=SA7AIQw-7Ms
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,1,https://www.youtube.com/watch?v=l_lblj8Cq0o
"Me, Myself & I",G-Eazy x Bebe Rexha,1,https://www.youtube.com/watch?v=bSfpSOBD30U
abcdefu,GAYLE,1,https://www.youtube.com/watch?v=NaFd8ucHLuo
Pick Me Up,Gabby Barrett,1,https://www.youtube.com/watch?v=0qG4chf4fLI
The First Noel,Gabby Barrett,0,https://www.youtube.com/watch?v=aNr96DmbGuE
I Hope,Gabby Barrett Featuring Charlie Puth,1,https://www.youtube.com/watch?v=t8F4vs6Wyt4
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1,https://www.youtube.com/watch?v=JhcLpwlA-ZA
Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,1,https://www.youtube.com/watch?v=44bL90HP0Ys
Mind On You,George Birge,1,https://www.youtube.com/watch?v=BcAR9_y3PNM
Heartbreak Anniversary,Giveon,0,https://www.youtube.com/watch?v=uWRlisQu4fo
For Tonight,Giveon,1,https://www.youtube.com/watch?v=JRoam571b58
Heat Waves,Glass Animals,1,https://www.youtube.com/watch?v=mRD0-GxqHVo
Tomorrow 2,GloRilla & Cardi B,1,https://www.youtube.com/watch?v=zwa7NzNBQig
Backroad Song,Granger Smith,1,https://www.youtube.com/watch?v=EfZ-dVDySzc
No Se Va,Grupo Frontera,1,https://www.youtube.com/watch?v=VtKcDwz6hiM
El Amor de Su Vida,Grupo Frontera & Grupo Firme,1,https://www.youtube.com/watch?v=Vr1M_l-1wjc
Both,Gucci Mane Featuring Drake,1,https://www.youtube.com/watch?v=eu1AHz4MV2g
I Get The Bag,Gucci Mane Featuring Migos,1,https://www.youtube.com/watch?v=uo14xGYwWd4
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,1,https://www.youtube.com/watch?v=U68MJz9DrI4
Used To Love You,Gwen Stefani,1,https://www.youtube.com/watch?v=zeT_nYtjgTQ
Damage,H.E.R.,1,https://www.youtube.com/watch?v=PAFAfhod9TU
Slide,H.E.R. Featuring YG,1,https://www.youtube.com/watch?v=SUJloylmEZM
Truck Bed,HARDY,1,https://www.youtube.com/watch?v=ZUKTn7UWO54
Wait In The Truck,HARDY Featuring Lainey Wilson,1,https://www.youtube.com/watch?v=YsMB0i5YTOc
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,1,https://www.youtube.com/watch?v=BQ_0QLL2gqI
Starving,Hailee Steinfeld & Grey Featuring Zedd,1,https://www.youtube.com/watch?v=xwjwCFZpdns
New Americana,Halsey,1,https://www.youtube.com/watch?v=b-eYbUVZedY
Bad At Love,Halsey,0,https://www.youtube.com/watch?v=xdYFuCp3m9k
Without Me,Halsey,0,https://www.youtube.com/watch?v=CWlbjXwUMJI
Graveyard,Halsey,1,https://www.youtube.com/watch?v=rPgaYeq9NvI
Late Night Talking,Harry Styles,0,https://www.youtube.com/watch?v=4VaqA-5aQTM
As It Was,Harry Styles,1,https://www.youtube.com/watch?v=H5v3kku4y6Q
Adore You,Harry Styles,1,https://www.youtube.com/watch?v=VF-r5TtlT9w
Watermelon Sugar,Harry Styles,1,https://www.youtube.com/watch?v=E07s5ZYygMg
Golden,Harry Styles,0,https://www.youtube.com/watch?v=P3cffdsEXXw
Take Me To Church,Hozier,1,https://www.youtube.com/watch?v=PVjiKRfKpPI
Tuesday,I LOVE MAKONNEN Featuring Drake,1,https://www.youtube.com/watch?v=avFq9errZCk
Into The Unknown,Idina Menzel & AURORA,1,https://www.youtube.com/watch?v=gIOyB9ZXn8s
Beg For It,Iggy Azalea Featuring M0,1,https://www.youtube.com/watch?v=9j5vmAH9VeE
Black Widow,Iggy Azalea Featuring Rita Ora,1,https://www.youtube.com/watch?v=u3u22OYqFGo
Bones,Imagine Dragons,0,https://www.youtube.com/watch?v=TO-_3tck2tg
Thunder,Imagine Dragons,1,https://www.youtube.com/watch?v=fKopy74weus
Natural,Imagine Dragons,1,https://www.youtube.com/watch?v=0I647GU3Jsc
I Bet My Life,Imagine Dragons,0,https://www.youtube.com/watch?v=4ht80uzIhNs
Believer,Imagine Dragons,1,https://www.youtube.com/watch?v=7wtfhZwyrcc
Follow You,Imagine Dragons,0,https://www.youtube.com/watch?v=k3zimSRKqNw
Enemy,Imagine Dragons X JID,1,https://www.youtube.com/watch?v=D9G1VOjN_84
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,1,https://www.youtube.com/watch?v=0opZqh_TprM
Mi Gente,J Balvin & Willy William Featuring Beyonce,1,https://www.youtube.com/watch?v=APHgDFRpCi0
For Whom The Bell Tolls,J. Cole,1,https://www.youtube.com/watch?v=DSFyHTz0OA4
Neighbors,J. Cole,1,https://www.youtube.com/watch?v=9nfVWiXY3WY
Apparently,J. Cole,1,https://www.youtube.com/watch?v=eRaFMlZ1YHA
Immortal,J. Cole,1,https://www.youtube.com/watch?v=XWCW8FF1UzU
No Role Modelz,J. Cole,0,https://www.youtube.com/watch?v=nSERqaFagJc
Foldin Clothes,J. Cole,0,https://www.youtube.com/watch?v=fgsBOHHhOYQ
Wet Dreamz,J. Cole,0,https://www.youtube.com/watch?v=eCGV26aj-mM
Deja Vu,J. Cole,1,https://www.youtube.com/watch?v=QN8ssSHzGwU
Change,J. Cole,1,https://www.youtube.com/watch?v=AiZuT69qJLc
Ville Mentality,J. Cole,0,https://www.youtube.com/watch?v=BFC4DQCSiKw
"She's Mine, Pt. 1",J. Cole,0,https://www.youtube.com/watch?v=tP6wlb_oDBY
Surround Sound,JID Featuring 21 Savage & Baby Tate,1,https://www.youtube.com/watch?v=Y19q-7VN2WI
Golden Hour,JVKE,1,https://www.youtube.com/watch?v=PEM0Vs8jf1w
Lovin On Me,Jack Harlow,1,https://www.youtube.com/watch?v=Iq8h3GEe22o
First Class,Jack Harlow,0,https://www.youtube.com/watch?v=yQBImEeXNZ4
Tyler Herro,Jack Harlow,1,https://www.youtube.com/watch?v=np9Ub1LilKU
Way Out,Jack Harlow Featuring Big Sean,1,https://www.youtube.com/watch?v=3pjluP5vNug
Santa Claus Is Comin' To Town,Jackson 5,1,https://www.youtube.com/watch?v=HhiUOCo8LYQ
I Saw Mommy Kissing Santa Claus,Jackson 5,0,https://www.youtube.com/watch?v=O89sPooBhyE
You,Jacquees,1,https://www.youtube.com/watch?v=68skSzDziGQ
Say You Won't Let Go,James Arthur,1,https://www.youtube.com/watch?v=0yW7w8F2TVA
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,1,https://www.youtube.com/watch?v=F3hTW9e20d8
I Got The Boy,Jana Kramer,1,https://www.youtube.com/watch?v=rNJwu-YkQlc
Gonna Know We Were Here,Jason Aldean,1,https://www.youtube.com/watch?v=pyBNd_-F5Ts
Just Gettin' Started,Jason Aldean,0,https://www.youtube.com/watch?v=XW-j71Rp7Y0
Girl Like You,Jason Aldean,1,https://www.youtube.com/watch?v=OeFYetKv_XE
Trumpets,Jason Derulo,1,https://www.youtube.com/watch?v=oOAfz0H4f00
Take You Dancing,Jason Derulo,0,https://www.youtube.com/watch?v=vC8qJfVYxZY
Victoria's Secret,Jax,1,https://www.youtube.com/watch?v=F9K5IS-inHs
Son Of A Sinner,Jelly Roll,1,https://www.youtube.com/watch?v=n4Z1cpdkgQU
Don't Tell 'Em,Jeremih Featuring YG,1,https://www.youtube.com/watch?v=MqyCoAgiGnI
Masterpiece,Jessie J,1,https://www.youtube.com/watch?v=PTOFEgJ9zzI
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",1,https://www.youtube.com/watch?v=0HDdjwpPM3Y
Wild Ones,Jessie Murph & Jelly Roll,1,https://www.youtube.com/watch?v=MVDJxMxzTL0
Down Home,Jimmie Allen,1,https://www.youtube.com/watch?v=wlaYWgm77ds
Best Shot,Jimmie Allen,1,https://www.youtube.com/watch?v=25ys0vc4tTI
Freedom Was A Highway,Jimmie Allen & Brad Paisley,1,https://www.youtube.com/watch?v=pgvNtz_XXE4
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,1,https://www.youtube.com/watch?v=yN4Uu0OlmTg
Happy Xmas (War Is Over),John Legend,1,https://www.youtube.com/watch?v=MAT9Jcc2KsA
All Of Me,John Legend,0,https://www.youtube.com/watch?v=450p7goxZqg
Love Me Now,John Legend,1,https://www.youtube.com/watch?v=NmCFY1oYDeM
Slow Dancing In The Dark,Joji,1,https://www.youtube.com/watch?v=K3Qzzggn--s
Glimpse Of Us,Joji,0,https://www.youtube.com/watch?v=NgsWGfUlwJI
All Time Low,Jon Bellion,1,https://www.youtube.com/watch?v=AXnqkVTFUqY
Tequila Little Time,Jon Pardi,1,https://www.youtube.com/watch?v=GI6_cvAQDrM
Heartache Medication,Jon Pardi,1,https://www.youtube.com/watch?v=NQFhnvJ9tsk
Dirt On My Boots,Jon Pardi,1,https://www.youtube.com/watch?v=lheKC1iC0CM
Like It's Christmas,Jonas Brothers,1,https://www.youtube.com/watch?v=tIyE3IrC7r0
What My World Spins Around,Jordan Davis,1,https://www.youtube.com/watch?v=fW_eZikJfL0
Buy Dirt,Jordan Davis Featuring Luke Bryan,1,https://www.youtube.com/watch?v=AKec3LTILRU
Mary Did You Know,Jordan Smith,1,https://www.youtube.com/watch?v=ntMRNM8yhKg
Climb Every Mountain,Jordan Smith,1,https://www.youtube.com/watch?v=dRb2_pxfwPQ
Somebody To Love,Jordan Smith,0,https://www.youtube.com/watch?v=d_2lwt74OXA
God Only Knows,Jordan Smith & Adam Levine,1,https://www.youtube.com/watch?v=lFw3p3dGSrM
Feliz Navidad,Jose Feliciano,1,https://www.youtube.com/watch?v=0UVUW11FENs
Already Dead,Juice WRLD,1,https://www.youtube.com/watch?v=f74GYIVMk3I
Burn,Juice WRLD,1,https://www.youtube.com/watch?v=HA1srD2DwaI
Let Me Know (I Wonder Why Freestyle),Juice WRLD,0,https://www.youtube.com/watch?v=swDam6Hrsm8
Armed And Dangerous,Juice WRLD,0,https://www.youtube.com/watch?v=cr82wSBZeeQ
Lucid Dreams,Juice WRLD,1,https://www.youtube.com/watch?v=mzB1VGEGcSU
Wandered To LA.,Juice WRLD & Justin Bieber,1,https://www.youtube.com/watch?v=ioxhcuNSxZk
Bandit,Juice WRLD & YoungBoy Never Broke Again,1,https://www.youtube.com/watch?v=Sw5fNI400E4
Lace It,"Juice WRLD, Eminem & benny blanco",1,https://www.youtube.com/watch?v=T4CY4wVqhPU
Standing Next To You,Jung Kook,1,https://www.youtube.com/watch?v=UNo0TG9LwwI
Mistletoe,Justin Bieber,1,https://www.youtube.com/watch?v=LUjn3RpkcKY
Rockin' Around The Christmas Tree,Justin Bieber,1,https://www.youtube.com/watch?v=RGVEGOMPCEw
Love Yourself,Justin Bieber,1,https://www.youtube.com/watch?v=oyEuk8j8imI
Sorry,Justin Bieber,0,https://www.youtube.com/watch?v=fRh_vgS2dFE
What Do You Mean?,Justin Bieber,0,https://www.youtube.com/watch?v=DK_0jXPuIr0
Ghost,Justin Bieber,0,https://www.youtube.com/watch?v=Fp8msa5uYsc
I'll Show You,Justin Bieber,1,https://www.youtube.com/watch?v=PfGaX8G0f2E
Hold On,Justin Bieber,0,https://www.youtube.com/watch?v=LWeiydKl0mU
Anyone,Justin Bieber,0,https://www.youtube.com/watch?v=KIK3azN4w34
Purpose,Justin Bieber,0,https://www.youtube.com/watch?v=Ca1i6DZC3iY
Lonely,Justin Bieber & benny blanco,1,https://www.youtube.com/watch?v=xQOO2xGQ1Pc
Holy,Justin Bieber Featuring Chance The Rapper,1,https://www.youtube.com/watch?v=pvPsJFRGleA
The Feeling,Justin Bieber Featuring Halsey,1,https://www.youtube.com/watch?v=qYj4l5Xntt0
Can't Stop The Feeling!,Justin Timberlake,1,https://www.youtube.com/watch?v=ru0K8uYEZWw
Blue Christmas,Kane Brown,1,https://www.youtube.com/watch?v=hHhu65-7yOE
One Mississippi,Kane Brown,0,https://www.youtube.com/watch?v=O2HpAdaE7R4
Homesick,Kane Brown,1,https://www.youtube.com/watch?v=ukHikH_10CA
Thank God,Kane Brown With Katelyn Brown,1,https://www.youtube.com/watch?v=bLzUmfLckEw
Bichota,Karol G,1,https://www.youtube.com/watch?v=QaXhVryxVBk
Provenza,Karol G,0,https://www.youtube.com/watch?v=ca48oMV59LU
Amargura,Karol G,0,https://www.youtube.com/watch?v=l8drWUddFY8
Tusa,Karol G & Nicki Minaj,1,https://www.youtube.com/watch?v=tbneQDc2H3I
Qlona,Karol G & Peso Pluma,1,https://www.youtube.com/watch?v=BeUOBoSPWvA
Cozy Little Christmas,Katy Perry,1,https://www.youtube.com/watch?v=sg8Gk1iXEIs
Somewhere In My Car,Keith Urban,1,https://www.youtube.com/watch?v=RPILrZTBedY
Blue Ain't Your Color,Keith Urban,1,https://www.youtube.com/watch?v=SoIKv3xxuMA
Christmas Isn't Canceled (Just You),Kelly Clarkson,1,https://www.youtube.com/watch?v=7nLU5i5Ec7g
Underneath The Tree,Kelly Clarkson,1,https://www.youtube.com/watch?v=EM2Fnp_qnE8
"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,1,https://www.youtube.com/watch?v=PPcpd-YBlGw
Under The Mistletoe,Kelly Clarkson & Brett Eldredge,1,https://www.youtube.com/watch?v=SgxPUe4dQ74
Legends,Kelsea Ballerini,1,https://www.youtube.com/watch?v=qelc4EOeqlc
Hole In The Bottle,Kelsea Ballerini,0,https://www.youtube.com/watch?v=ZUHQ0j6qrCM
Dibs,Kelsea Ballerini,1,https://www.youtube.com/watch?v=e3lCzEOy5xs
Love.,Kendrick Lamar Featuring Zacari,1,https://www.youtube.com/watch?v=ox7RsX1Ee34
Knowing You,Kenny Chesney,1,https://www.youtube.com/watch?v=PkrTvtIxUaA
Til It's Gone,Kenny Chesney,0,https://www.youtube.com/watch?v=nj2V2BUUpYc
Strangers,Kenya Grace,1,https://www.youtube.com/watch?v=S2TaAcwC_zI
Young Dumb & Broke,Khalid,1,https://www.youtube.com/watch?v=IPfJnp1guPc
Better,Khalid,0,https://www.youtube.com/watch?v=x3bfa3DZ8JM
Love Lies,Khalid & Normani,1,https://www.youtube.com/watch?v=xYtsL9znopI
Tequila Shots,Kid Cudi,1,https://www.youtube.com/watch?v=lZcRSy0sk5w
Body Language,Kid Ink Featuring Usher & Tinashe,1,https://www.youtube.com/watch?v=_Ht6gSClAzo
Took Her To The O,King Von,1,https://www.youtube.com/watch?v=hzt31eJTGxo
Last Shot,Kip Moore,1,https://www.youtube.com/watch?v=vCWrArYJntc
Calling My Spirit,Kodak Black,1,https://www.youtube.com/watch?v=ppSY98RGyBU
Super Gremlin,Kodak Black,1,https://www.youtube.com/watch?v=kiB9qk4gnt4
Codeine Dreaming,Kodak Black Featuring Lil Wayne,1,https://www.youtube.com/watch?v=g7_uKDsv7HM
ZEZE,Kodak Black Featuring Travis Scott & Offset,1,https://www.youtube.com/watch?v=EfHNIPXTxy0
Roll In Peace,Kodak Black Featuring XXXTENTACION,1,https://www.youtube.com/watch?v=S0nbOenwCLw
Greatest Love Story,LANCO,1,https://www.youtube.com/watch?v=aHl0tlUYDBI
I Love This Life,LOCASH,1,https://www.youtube.com/watch?v=cd1HS2Yf7Yw
Champagne Night,Lady A,1,https://www.youtube.com/watch?v=E-urw9c82EA
What If I Never Get Over You,Lady Antebellum,1,https://www.youtube.com/watch?v=rbFj2t9d7Z8
Hold My Hand,Lady Gaga,0,https://www.youtube.com/watch?v=O2CIAKVTOrc
Bloody Mary,Lady Gaga,0,https://www.youtube.com/watch?v=63zSjR_nhNI
Million Reasons,Lady Gaga,1,https://www.youtube.com/watch?v=en2D_5TzXCA
Shallow,Lady Gaga & Bradley Cooper,1,https://www.youtube.com/watch?v=JPJjwHAIny4
Heart Like A Truck,Lainey Wilson,1,https://www.youtube.com/watch?v=rNReepITjN0
Big Energy,Latto,1,https://www.youtube.com/watch?v=T8GpG8C0YzA
You Say,Lauren Daigle,1,https://www.youtube.com/watch?v=sIaT8Jl2zpI
The Christmas Song,Lauren Daigle,1,https://www.youtube.com/watch?v=m8lP20weDBc
Last Christmas,Lauren Spencer Smith,1,https://www.youtube.com/watch?v=urpkaz8tnk4
Fingers Crossed,Lauren Spencer Smith,0,https://www.youtube.com/watch?v=mzwg5Ldkt5Q
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",1,https://www.youtube.com/watch?v=ZBd4KMweIoI
Drinking Class,Lee Brice,1,https://www.youtube.com/watch?v=ZV1oQiRdoPc
Someone You Loved,Lewis Capaldi,1,https://www.youtube.com/watch?v=zABLecsR5UE
Before You Go,Lewis Capaldi,0,https://www.youtube.com/watch?v=Jtauh8GcxBY
Forget Me,Lewis Capaldi,1,https://www.youtube.com/watch?v=nBZlrbrBO1I
On Me,Lil Baby,1,https://www.youtube.com/watch?v=ieTnO1Dvt-I
Woah,Lil Baby,1,https://www.youtube.com/watch?v=60yjwwoKd6w
My Dawg,Lil Baby,0,https://www.youtube.com/watch?v=eizDlMTanE4
Drip Too Hard,Lil Baby & Gunna,1,https://www.youtube.com/watch?v=_YzD9KW82sk
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,1,https://www.youtube.com/watch?v=yvHYWD29ZNY
Backdoor,Lil Durk,1,https://www.youtube.com/watch?v=Ty-CHgmCeKw
Broadway Girls,Lil Durk Featuring Morgan Wallen,1,https://www.youtube.com/watch?v=2CNl_CCtE-I
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,1,https://www.youtube.com/watch?v=HYsz1hP0BFo
Panini,Lil Nas X,1,https://www.youtube.com/watch?v=bXcSLI58-h8
Montero (Call Me By Your Name),Lil Nas X,0,https://www.youtube.com/watch?v=6swmTBVI83k
Holiday,Lil Nas X,1,https://www.youtube.com/watch?v=9vMLTcftlyI
Thats What I Want,Lil Nas X,1,https://www.youtube.com/watch?v=QDYDRA5JPLE
Industry Baby,Lil Nas X & Jack Harlow,1,https://www.youtube.com/watch?v=UTHLKHL_whs
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,https://www.youtube.com/watch?v=r7qovpFAGrQ
Gucci Gang,Lil Pump,1,https://www.youtube.com/watch?v=4LfJnj66HVQ
500lbs,Lil Tecca,1,https://www.youtube.com/watch?v=vIBFoBladhg
Ran$om,Lil Tecca,1,https://www.youtube.com/watch?v=1XzY2ij_vL4
You Was Right,Lil Uzi Vert,1,https://www.youtube.com/watch?v=55iN4H6kRN4
Just Wanna Rock,Lil Uzi Vert,0,https://www.youtube.com/watch?v=UhbixyxgsiU
Futsal Shuffle 2020,Lil Uzi Vert,1,https://www.youtube.com/watch?v=nwE_BsjBSUw
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,1,https://www.youtube.com/watch?v=SxAp27sFaIM
Uproar,Lil Wayne,1,https://www.youtube.com/watch?v=vGtfSaGYJQA
Betrayed,Lil Xan,1,https://www.youtube.com/watch?v=_dL3AygsCMc
1 Night,Lil Yachty,1,https://www.youtube.com/watch?v=h1WRpCsR2EE
Prayer In C,Lillywood & Robin Schulz,1,https://www.youtube.com/watch?v=fiore9Z5iUg
Better Man,Little Big Town,1,https://www.youtube.com/watch?v=ph9NQ8ASmX4
Truth Hurts,Lizzo,1,https://www.youtube.com/watch?v=P00HMxdsVZI
Good As Hell,Lizzo,1,https://www.youtube.com/watch?v=SmbmeOgWsqE
About Damn Time,Lizzo,0,https://www.youtube.com/watch?v=IXXxciRUMzE
Someday At Christmas,Lizzo,0,https://www.youtube.com/watch?v=oA3WNLn6RVw
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,1,https://www.youtube.com/watch?v=Kb24RrHIbFk
Yellow Flicker Beat,Lorde,1,https://www.youtube.com/watch?v=3PdILZ_1P74
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,https://www.youtube.com/watch?v=wJvppSr8BN4
Echame La Culpa,Luis Fonsi & Demi Lovato,1,https://www.youtube.com/watch?v=TyHvyGVs42U
Light It Up,Luke Bryan,1,https://www.youtube.com/watch?v=3yyZ0UOZgcQ
Strip It Down,Luke Bryan,0,https://www.youtube.com/watch?v=G2BWyY4B36Y
I See You,Luke Bryan,1,https://www.youtube.com/watch?v=lLmNaCgjkYQ
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,1,https://www.youtube.com/watch?v=ezJBgc_1NNw
Even Though I'm Leaving,Luke Combs,1,https://www.youtube.com/watch?v=P7kqqmr2HWI
Fast Car,Luke Combs,1,https://www.youtube.com/watch?v=Fr7oYjnt3bM
Beautiful Crazy,Luke Combs,1,https://www.youtube.com/watch?v=rItv9i6c7AY
Forever After All,Luke Combs,0,https://www.youtube.com/watch?v=TDpOcp98b5k
The Kind Of Love We Make,Luke Combs,0,https://www.youtube.com/watch?v=x8Mc8Pbl06g
"Going, Going, Gone",Luke Combs,1,https://www.youtube.com/watch?v=iG-JNwGYAjo
She Got The Best Of Me,Luke Combs,1,https://www.youtube.com/watch?v=a2a9fgPI_PI
Where The Wild Things Are,Luke Combs,1,https://www.youtube.com/watch?v=aoJwvnDuAR0
Better Together,Luke Combs,0,https://www.youtube.com/watch?v=ObDQtfZZ0_k
Rude,MAGIC!,1,https://www.youtube.com/watch?v=PIh2xe4jnpk
Lights Down Low,MAX Featuring gnash,1,https://www.youtube.com/watch?v=5-xVwxqjNyI
My Ex's Best Friend,Machine Gun Kelly X blackbear,1,https://www.youtube.com/watch?v=J_n01uvyhI8
Bad Things,Machine Gun Kelly x Camila Cabello,1,https://www.youtube.com/watch?v=QpbQ4I3Eidg
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",1,https://www.youtube.com/watch?v=IumYMCllMsM
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",1,https://www.youtube.com/watch?v=JGhoLcsr8GA
Good Old Days,Macklemore Featuring Kesha,1,https://www.youtube.com/watch?v=1yYV9-KoSUM
Girl In A Country Song,Maddie & Tae,1,https://www.youtube.com/watch?v=_MOavH-Eivw
Cold Water,Major Lazer Featuring Justin Bieber & MO,1,https://www.youtube.com/watch?v=nBtDsQ4fhXY
Lean On,Major Lazer X DJ Snake Featuring MO,1,https://www.youtube.com/watch?v=YqeW9_5kURI
Segun Quien,Maluma & Carin Leon,1,https://www.youtube.com/watch?v=69lO08ar-mI
Hawai,Maluma & The Weeknd,1,https://www.youtube.com/watch?v=91vECNhvmMY
The Bones,Maren Morris,1,https://www.youtube.com/watch?v=gvPMVKUI9go
I Could Use A Love Song,Maren Morris,1,https://www.youtube.com/watch?v=ErdZ_W35xRs
All I Want For Christmas Is You,Mariah Carey,1,https://www.youtube.com/watch?v=yXQViqx6GMY
Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,https://www.youtube.com/watch?v=OPf0YbXqDm0
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,1,https://www.youtube.com/watch?v=A9hcJgtnm6Q
Animals,Maroon 5,1,https://www.youtube.com/watch?v=qpgTC9MDx1o
Memories,Maroon 5,1,https://www.youtube.com/watch?v=SlPhMPnQ58k
Girls Like You,Maroon 5 Featuring Cardi B,1,https://www.youtube.com/watch?v=Y8IDxy-chdo
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,1,https://www.youtube.com/watch?v=ANS9sSJA9Yc
What Lovers Do,Maroon 5 Featuring SZA,1,https://www.youtube.com/watch?v=5Wiio4KoGe8
Alone,Marshmello,1,https://www.youtube.com/watch?v=ALZHF5UqnU4
Happier,Marshmello & Bastille,1,https://www.youtube.com/watch?v=m7Bc3pLyij0
Silence,Marshmello Featuring Khalid,1,https://www.youtube.com/watch?v=Tx1sqYc3qas
In The Name Of Love,Martin Garrix & Bebe Rexha,1,https://www.youtube.com/watch?v=RnBT9uUYb1w
Wasted Love,Matt McAndrew,1,https://www.youtube.com/watch?v=1vvy-YhOH0c
Lost Stars,Matt McAndrew & Adam Levine,1,https://www.youtube.com/watch?v=YFsGH5iToys
Going Bad,Meek Mill Featuring Drake,1,https://www.youtube.com/watch?v=S1gp0m4B5p8
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,1,https://www.youtube.com/watch?v=stcIiJbwpio
Body,Megan Thee Stallion,1,https://www.youtube.com/watch?v=7PBYGu4Az8s
Cry Baby,Megan Thee Stallion Featuring DaBaby,1,https://www.youtube.com/watch?v=AqaQsL-8I_M
Made You Look,Meghan Trainor,1,https://www.youtube.com/watch?v=gPCCYMeXin0
Jingle Bells,Meghan Trainor,1,https://www.youtube.com/watch?v=nxFqgPe4BH0
All About That Bass,Meghan Trainor,0,https://www.youtube.com/watch?v=7PCkvCPvDXk
Lips Are Movin,Meghan Trainor,0,https://www.youtube.com/watch?v=qDc_5zpBj7s
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,1,https://www.youtube.com/watch?v=2-MBfn8XjIU
Too Many Nights,Metro Boomin Featuring Don Toliver & Future,1,https://www.youtube.com/watch?v=NyTkaQHdySM
