,Song,Artist,Label,YouTube_URL,tempo,beats,rmse,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,zero_crossing_rate,chroma_stft_0,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_cqt_0,chroma_cqt_1,chroma_cqt_2,chroma_cqt_3,chroma_cqt_4,chroma_cqt_5,chroma_cqt_6,chroma_cqt_7,chroma_cqt_8,chroma_cqt_9,chroma_cqt_10,chroma_cqt_11,chroma_cens_0,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_mean,mfcc_mean,spectral_contrast_mean,chroma_cens_mean,chroma_cqt_mean,chroma_stft_mean
872,Goosebumps,Travis Scott,0,https://www.youtube.com/watch?v=Dst9gZkq1a8,129.19921875,"[  9  29  49  70  90 109 129 149 169 188 208 227 247 267 288 308 328 348
 367 387 408 428 447 467 487 507 527 547 566 587 606 626 646 666 686 706
 726 745 764 785 805 825]",0.21450327,2388.79875651699,2579.6507878637744,5370.798033959904,"[21.17970482 17.95829404 20.17718465 18.83724796 21.17379403 19.13646372
 50.55108074]",0.092362193662993,0.40764216,0.31182554,0.25041327,0.29122478,0.3384085,0.19712389,0.29449362,0.40016708,0.3626655,0.46144363,0.41253626,0.5296922,0.45868686,0.28769374,0.25326496,0.23771806,0.27845076,0.19423856,0.2779721,0.4102169,0.3254298,0.5621255,0.32882974,0.5361256,0.33333868,0.18578875,0.13582063,0.13520555,0.17507711,0.06406259,0.18141551,0.2799391,0.2278368,0.40058923,0.2337365,0.37724406,21.17970481886834,17.958294035214298,20.17718464571252,18.83724796112006,21.17379403225509,19.13646372287893,50.55108073828349,-75.699234,88.075096,2.5417345,13.49352,6.503774,11.312056,-12.716724,2.4902349,-3.0493298,-0.027723132,-7.9843187,5.5166616,-1.3288362,-0.47431716,-5.6272154,4.8362775,-9.470118,4.1198764,-1.1260216,5.2317095,0.1301526496663563,0.0066574802404574,0.0339285613452526,0.0652005719820473,-0.0012855138601489,0.0407268824382618,0.04589677196870442,1.3308551203999994,24.144824279190384,0.22750454249999996,0.3458960483333334,0.35480303583333334
873,Sicko Mode,Travis Scott,1,https://www.youtube.com/watch?v=6ONRf7h3Mdk,143.5546875,"[  4  24  45  65  83 101 119 137 155 173 191 210 227 246 264 281 300 319
 339 358 376 394 414 432 452 470 488 506 526 544 563 582 600 619 638 656
 674 693 711 730 749 767 784 802 821 840]",0.22936314,2013.123428106604,1979.6125663617515,4025.4099976435614,"[21.31145208 14.22869343 18.76032658 21.4841834  24.19681491 21.62796305
 47.58997808]",0.1116798914225638,0.32511917,0.34655595,0.6097586,0.36812693,0.24054034,0.31056014,0.283015,0.29413867,0.28460085,0.6409629,0.5936083,0.34483984,0.3332828,0.30291793,0.64711326,0.47955665,0.2983556,0.38143048,0.29301554,0.3104418,0.19859675,0.5959374,0.6147362,0.28351548,0.15899977,0.17071371,0.43719193,0.32089892,0.15816638,0.20485401,0.16714448,0.16839291,0.04951522,0.37915736,0.3849731,0.14491238,21.31145208148032,14.228693429797394,18.76032657917002,21.48418340186265,24.196814907332552,21.627963045611388,47.58997808184022,-51.65941,130.62785,-28.404165,27.59421,5.982132,14.31025,-0.7886161,4.2501535,4.413977,1.8675203,0.0341183,2.5224502,-4.6567154,0.52073956,-6.385972,1.9515111,-3.6583014,3.274791,-1.0532162,-4.335052,0.048595100211643,0.1132692481874436,-0.0499806756644213,-0.1766255637058198,0.0032549498598493,0.0240725263328725,-0.006235735796405452,4.8204127429999994,24.17134450387065,0.22874334749999994,0.39490832416666666,0.38681889083333326
874,Highest In The Room,Travis Scott,0,https://www.youtube.com/watch?v=tfSS1e3kYeo,151.99908088235293,"[ 31  48  64  82  99 115 132 150 166 183 200 217 234 251 268 285 302 319
 335 352 369 386 402 419 436 453 470 487 504 521 538 555 572 589 605 622
 639 656 673 690 706 723 740 758 775 791 808 825 842]",0.30922112,2254.6308094196324,2728.4064410676424,5418.585757368402,"[21.52830173 15.48000665 19.08304232 20.82777246 22.01556683 22.27161859
 50.34639453]",0.0475983586499419,0.6069801,0.5987552,0.7090065,0.6368064,0.72742814,0.6721584,0.5249062,0.4989629,0.5060463,0.6611807,0.5782899,0.54364467,0.43252283,0.46291557,0.89045197,0.5374948,0.37780133,0.28698152,0.25163564,0.24543045,0.258595,0.323956,0.23232315,0.20259671,0.2552339,0.34088987,0.6001697,0.3901397,0.2413687,0.14339526,0.12281005,0.118709505,0.14709908,0.19281448,0.10957147,0.07292831,21.52830172839457,15.480006645171034,19.083042321012968,20.827772464166053,22.015566826054123,22.27161858865028,50.34639453092456,-111.8719,76.189224,32.86701,29.347898,18.56085,19.254967,-3.166439,17.200771,-0.18962699,14.04796,-5.8957787,5.9502687,5.647912,2.8070624,0.46379596,5.747486,-1.5085379,9.930122,6.1167436,7.3004284,0.1049950954999684,0.0926708257813635,-0.0176632079736626,-0.1275577241621842,-0.0516178323271833,-0.0036916968760052,-0.00047742334295056724,6.4400108235000015,24.507529014910514,0.22792750208333334,0.37522541416666666,0.6053471174999999
876,Antidote,Travis Scott,1,https://www.youtube.com/watch?v=KnZ8h3MRuYg,135.99917763157896,"[ 17  37  56  75  95 114 134 153 174 194 214 232 252 272 291 311 331 351
 370 390 409 429 449 469 489 509 528 548 567 586 606 626 646 667 687 705
 726 745 765 785 803]",0.26696232,2181.084251060116,2586.910383109572,4921.361115139212,"[20.22906485 14.90600165 17.43327493 17.3924525  20.80553229 19.78621643
 47.98688833]",0.0677974550464037,0.5654988,0.6386194,0.48847848,0.51562804,0.47049665,0.59814185,0.5608581,0.4802666,0.48731875,0.45665875,0.4949157,0.59143466,0.6842085,0.7603412,0.50272274,0.48238432,0.3301399,0.55295914,0.5343999,0.35392728,0.35744247,0.33560777,0.4347042,0.5148463,0.37085927,0.42972577,0.26263857,0.24021776,0.14503187,0.30104178,0.29345664,0.15987681,0.17433739,0.15532827,0.22270995,0.27360448,20.229064845014904,14.906001645965944,17.43327493039068,17.392452503744796,20.80553229279684,19.786216433413724,47.98688832816235,-88.19521,92.2256,1.9716069,-1.0933222,9.115251,15.503374,-0.23348361,7.568236,-0.14255178,12.628673,6.6214013,8.691106,-1.1756831,1.9683424,1.0368809,6.0968714,-3.254463,7.6292825,1.5400705,3.2219748,-0.0604174951244883,-0.0163135653393202,-0.0570122582358233,-0.0223074821980019,-0.0072952891098091,0.0095818143266657,-0.02562737928012952,4.0861978505,22.64849013992703,0.25240238,0.4869736433333333,0.529026315
877,Falling,Trevor Daniel,1,https://www.youtube.com/watch?v=L7mfjvdnPno,129.19921875,"[ 16  37  57  77  98 118 138 157 179 200 220 240 260 280 301 321 340 361
 382 402 423 443 464 484 504 524 545 565 585 606 626 647 667 688 708 728
 747]",0.3310197,1970.212714812281,2429.8988580609875,4285.482129585992,"[22.45329894 16.24682697 20.4245422  21.28493305 22.65039788 24.57224651
 46.75497417]",0.0551106393198955,0.5965924,0.63783544,0.43066934,0.47994027,0.5041758,0.57346594,0.44942623,0.46665725,0.491236,0.44620258,0.4762558,0.43698877,0.47279397,0.5842135,0.38394374,0.35378543,0.33990178,0.6481676,0.5453767,0.29068932,0.35999095,0.31797206,0.41460168,0.2738859,0.29784107,0.3705586,0.22657555,0.19905782,0.19353135,0.4157284,0.3294297,0.16704859,0.18778314,0.15159507,0.22559083,0.12112902,22.45329893638124,16.246826966026717,20.424542200564883,21.28493304814657,22.65039787649249,24.57224650904565,46.75497416886338,-87.52439,89.499275,11.735717,36.154762,29.955738,8.8171015,7.2159247,16.95372,-0.27518818,6.5342035,2.1909416,6.7315016,5.4401627,3.0940037,-1.6426005,9.131042,-5.8264456,0.754454,0.80557597,-1.5824687,-0.0958445183713942,0.0030685648593821,-0.1516926515503871,-0.0548273397678738,-0.0060405586578404,0.009020821583293,-0.04938594698413674,6.908151514500003,24.912459957931564,0.24048909499999996,0.4154435524999999,0.499120485
878,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,1,https://www.youtube.com/watch?v=cEmrvCiEapM,135.99917763157896,"[ 64  83 102 121 140 159 178 197 217 236 256 275 294 314 333 353 373 392
 410 428 447 466 485 504 523 542 561 580 599 619 638 657 676 696 715 730
 748 768 787 806 825]",0.031774044,1757.8028013856117,2233.013319704064,3880.035896035745,"[13.50798837 12.86083461 15.79177957 16.5559908  17.82035968 17.22864102
 46.37239911]",0.0723585230568445,0.43929017,0.4629959,0.49869242,0.72320044,0.49242795,0.38275594,0.37504947,0.42065218,0.5643198,0.45539686,0.48322046,0.48327488,0.66888857,0.71516865,0.6857929,0.8213074,0.6540216,0.5616009,0.5975863,0.5468887,0.71724516,0.57115716,0.6167115,0.67191947,0.27924702,0.30496234,0.29071218,0.3666702,0.27385002,0.23208137,0.24671985,0.22276588,0.3072447,0.23185539,0.24387167,0.3063848,13.507988365456084,12.860834608082731,15.791779572538823,16.555990798204597,17.820359677329737,17.228641019974813,46.37239910998476,-307.70822,113.20225,8.2722435,29.43062,5.788026,13.402691,5.450335,4.066903,1.2360893,7.8082447,-2.3377864,7.297756,1.878639,4.209047,-3.7677157,-1.053016,-2.3343067,2.943408,-0.79485244,1.8057548,-0.0386771795741124,-0.0293450058245301,0.0339056075704033,0.015865346833873,-0.007891777436934,0.0063744736413996,-0.003294755798316768,-5.560194496999998,20.019713307367365,0.2755304516666666,0.6523573591666667,0.48177303916666664
879,Death,Trippie Redd Featuring DaBaby,1,https://www.youtube.com/watch?v=TmtMS7Ri1tc,161.4990234375,"[ 32  48  64  79  95 111 126 142 158 174 190 205 220 236 253 268 284 299
 315 331 347 363 379 394 410 425 441 457 473 489 505 520 536 551 567 583
 599 614 631 647 662 678 694 709 725 741 757 773 788 803 820]",0.4102992,2325.2144389918044,2678.08360405468,5379.091564629858,"[19.81239279 14.63417778 18.7883818  17.68911381 18.26430032 18.4214749
 49.82139522]",0.0522783814892691,0.48659238,0.44064173,0.44471145,0.535498,0.5873376,0.7261779,0.611597,0.45472687,0.43663514,0.44525293,0.5263423,0.4598851,0.27714282,0.26511055,0.38694876,0.942587,0.40888286,0.38659817,0.27648467,0.23174137,0.19465093,0.18763271,0.24560907,0.24223457,0.20144409,0.20424505,0.335936,0.6428818,0.3470466,0.29728228,0.19460051,0.12855133,0.09306156,0.08635283,0.16841406,0.117706016,19.812392789149804,14.63417777797305,18.78838180145917,17.689113814588556,18.264300324399287,18.421474902544347,49.82139521827335,-56.863716,83.211235,23.969063,27.20622,10.646089,17.944828,-6.506649,15.983458,-5.842931,6.211467,-1.1692419,10.873699,3.0610054,10.957298,3.2747574,8.455194,4.0084577,5.710926,3.7640474,5.167193,-0.1696856681767788,0.0248699297927414,0.1777799397279138,-0.0073132589691711,-0.0040306238335827,0.0807686448447015,0.017064827230970688,8.503120000000003,22.490176661198227,0.23479351050000005,0.33713529,0.5129498666666666
880,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,1,https://www.youtube.com/watch?v=wrvN87l3s08,123.046875,"[ 42  63  85 104 127 149 169 190 212 234 255 275 298 319 340 361 383 404
 425 447 467 490 511 533 554 575 596 617 638 661 682 704 725 746 767 789
 810 832]",0.36866158,2381.228718816322,2636.4899241033186,5429.951891268489,"[20.38047683 14.79623914 18.91803367 19.9772772  21.50267261 22.44399198
 48.57469141]",0.0851529645809164,0.3607481,0.23223491,0.23651004,0.4269327,0.41540748,0.68824786,0.3589205,0.21871856,0.27638036,0.28720155,0.35451058,0.3185085,0.26928455,0.24398637,0.23833129,0.71486527,0.60027593,0.4062202,0.28053206,0.24260493,0.27472636,0.23714551,0.29045743,0.28867057,0.16941473,0.16045332,0.13671358,0.5088934,0.43525544,0.33100802,0.1907974,0.13927867,0.16387886,0.11300712,0.20260626,0.19707555,20.380476831193587,14.796239142306584,18.918033667452196,19.97727720181848,21.50267261063519,22.443991978955047,48.57469140856327,-1.9342695,95.69304,0.6637252,1.9152362,13.762666,5.009859,-1.7232982,14.46623,-4.793638,11.76754,3.3944304,2.607408,-2.0759158,5.4902973,-4.7844687,1.1200721,-3.9288642,4.609167,-1.8766062,6.459647,-0.0835465555092191,-0.0341690421181081,0.1154372768861234,0.1005681859958147,0.028610852444979,0.0313492493786073,0.026374994513032865,7.29211288,23.799054691560624,0.2290318625,0.34059170583333337,0.347860095
881,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,1,https://www.youtube.com/watch?v=TzXz-xLB1-0,129.19921875,"[ 18  39  59  79  99 120 140 160 180 201 221 241 261 281 301 322 341 362
 382 402 423 443 463 483 503 523 544 564 584 604 624 645 664 685 705 725
 745 765 786]",0.33648875,1969.280655758736,2640.908520442388,4909.08319247571,"[22.73288617 13.90124199 19.53562335 18.77042416 20.36275391 21.86895357
 50.88531277]",0.0291212750145011,0.53284186,0.4986316,0.6304815,0.6959442,0.7301066,0.7185402,0.58901256,0.532739,0.46380126,0.5429268,0.4680168,0.4644828,0.26419988,0.28637892,0.7728839,0.60968053,0.28774682,0.19810376,0.16890532,0.15498745,0.1307053,0.1738357,0.13394521,0.09949628,0.1573106,0.188272,0.60585845,0.51321656,0.24100117,0.14247487,0.095352955,0.07969882,0.04524352,0.15094773,0.059635382,0.004803132,22.732886171312444,13.901241990477056,19.535623348454056,18.77042415716365,20.36275390999916,21.868953567341023,50.88531276810762,-100.5779,94.47245,22.773525,9.523675,20.533585,23.426184,-7.0685916,21.97543,-7.9045463,20.231586,13.009786,15.90239,12.25592,11.988334,2.654466,9.971414,1.1164273,6.1422625,3.9139187,1.4707735,0.0831873405436241,0.1273063381526195,0.092835769833556,-0.1968068012847779,-0.0767715385590932,0.024155779553036,0.00898448137316075,8.790554455,24.008170844693574,0.19031793241666672,0.2734057558333333,0.5722937650000001
882,Water,Tyla,1,https://www.youtube.com/watch?v=XoiOOiuH8iI,117.45383522727272,"[ 13  36  58  79 101 124 146 168 190 213 234 256 278 300 322 344 366 389
 411 432 455 478 499 521 543 566 588 609 631 653 676 697 720 743 765 786
 808]",0.29674545,2032.923399556786,2574.7296939630032,4758.175907002248,"[20.8621505  17.59743053 21.16332846 19.25237785 19.01337939 16.78276654
 47.62628451]",0.0542677593895011,0.35347715,0.4468725,0.29116088,0.3262029,0.29094622,0.3736165,0.37816066,0.36148357,0.5305787,0.48346943,0.53990644,0.40952766,0.4462633,0.5972919,0.5726549,0.8097166,0.6328621,0.66043293,0.6613354,0.4551107,0.6168523,0.41328442,0.5806918,0.35762006,0.23028235,0.29185373,0.25925064,0.4093032,0.28840253,0.33709428,0.32306764,0.21864924,0.29947472,0.18219334,0.25630417,0.12115482,20.86215049782812,17.597430532255153,21.163328461271405,19.25237785141289,19.013379385216947,16.782766539859683,47.62628451345902,-102.09251,84.75376,36.083565,40.319088,8.525157,18.01506,-2.1254013,7.574397,-0.96830595,7.009909,-9.832154,1.4813546,-2.2770956,5.3381343,-1.6230408,3.0171692,-3.8382387,0.2510604,2.4538796,3.461537,-0.0956191164107927,-0.0176131674602891,-0.0067129229322911,-0.019646020584552,0.004674070639083,0.0065399470410618,-0.021396201617963347,4.7763662375,23.18538825447189,0.26808588833333336,0.5670097008333334,0.39878355083333333
883,I Don't Mind,Usher Featuring Juicy J,1,https://www.youtube.com/watch?v=nSKUXqJ5l1k,112.34714673913044,"[ 11  35  57  80 103 126 148 171 194 217 240 264 286 309 331 355 377 400
 423 446 469 491 514 537 560 583 606 629 651 674 697 721 743 767 789 813
 834]",0.24391447,1727.535888590734,2194.627270875062,3545.496851662196,"[24.10350944 18.12150207 20.44695996 18.23319804 18.90914702 19.0988423
 47.12027177]",0.053100869163283,0.36268687,0.33018392,0.2836041,0.45458356,0.5393919,0.44738737,0.5259353,0.44746712,0.5562588,0.48340878,0.4272262,0.4954961,0.22040671,0.37569404,0.24529801,0.30017442,0.4604332,0.26705635,0.310531,0.20696962,0.49576828,0.43867487,0.2416761,0.32565114,0.1132651,0.24255249,0.13910109,0.2268208,0.32893142,0.16154397,0.21939765,0.11192973,0.3717034,0.31276757,0.14333946,0.21396178,24.10350944376484,18.121502067272345,20.446959958712306,18.23319803527241,18.90914702475406,19.098842304383208,47.12027177061656,-131.5323,103.77601,15.169602,27.014854,12.605289,8.441234,-3.8926024,10.7238035,-6.2688036,4.9817386,1.1034613,2.8937976,0.60102236,5.0294137,1.3429265,-0.042542778,0.761429,3.0151699,-5.588811,2.3305612,0.0141453788688216,-0.1613015897577289,-0.0968826213217364,0.1236747854898126,-0.004371712932886,-0.001916895127853,-0.021108775796928353,2.6232626441,23.71906151496796,0.21544287166666667,0.32402781166666667,0.44613583500000004
884,Good Good,"Usher, Summer Walker & 21 Savage",1,https://www.youtube.com/watch?v=7jA-tE-4BYI,143.5546875,"[  8  26  45  63  81  99 118 136 154 173 191 209 228 246 265 283 301 319
 338 356 374 392 411 429 448 466 484 502 521 539 558 576 594 612 631 649
 667 686 705 724 742 760 778 796 814 832]",0.28409216,2519.988110046035,2567.803070389659,5452.271980586572,"[21.92704121 16.48357221 20.77605979 20.34353873 22.45368696 21.24022674
 48.9277937 ]",0.1004573529944895,0.45523822,0.34943125,0.44590068,0.36634502,0.39277107,0.5043042,0.43167692,0.46038184,0.3641147,0.46221328,0.44872433,0.35005975,0.27136457,0.23605572,0.5385937,0.67211944,0.36558917,0.36246404,0.25716957,0.37429625,0.23575321,0.28269106,0.32053888,0.21414392,0.16314471,0.13894503,0.4082732,0.47900856,0.26145405,0.22497499,0.14784351,0.24440993,0.13546799,0.19080912,0.21000315,0.10827646,21.927041212383628,16.483572210938217,20.77605978786371,20.34353873442077,22.45368696287936,21.24022673947188,48.92779370344542,-70.35043,76.1536,5.0876617,6.8072705,1.3807921,14.656022,-11.3693075,6.872312,-4.266749,3.529008,-0.5472333,-1.4462112,-3.7941532,1.0776675,0.5914017,1.6184459,-4.5754547,0.8577142,-6.4975877,0.58795136,-0.0198021338048295,0.1035945160397363,0.1118157112197366,-0.0834960762968854,-0.0125378251374915,0.023715831402834,0.020548337237183415,0.818636018,24.59313133591471,0.22605089166666667,0.3442316274999999,0.41926343833333335
885,Riptide,Vance Joy,1,https://www.youtube.com/watch?v=uJ_1HMAGb4k,103.359375,"[  3  28  55  81 107 132 158 183 209 234 260 285 312 339 361 385 409 431
 453 475 499 524 548 573 598 623 647 672 696 721 746 771 795 816 837]",0.09090923,2044.2952792835372,2423.066766830946,4463.280938451639,"[20.61296995 16.47021719 20.84796258 20.48538474 19.54886921 19.67629876
 46.73506012]",0.0772050826566125,0.38932985,0.4044572,0.3256812,0.34709343,0.3456994,0.43154636,0.2453252,0.26515278,0.4605309,0.3537176,0.37216413,0.3358401,0.48179105,0.637867,0.41354656,0.44907576,0.42765927,0.4415256,0.28678426,0.36542904,0.75086415,0.6777296,0.59829944,0.34777814,0.26751855,0.36446038,0.21646847,0.23832235,0.20902458,0.228853,0.08268042,0.17035462,0.4058181,0.3711341,0.3060826,0.13209757,20.612969952037936,16.47021718948257,20.847962582297924,20.48538474211771,19.548869208100932,19.67629876319944,46.73506011590575,-159.4375,99.95968,8.857742,19.294178,5.0985174,11.6902075,6.9898973,8.257139,-7.927975,5.2277813,0.53458965,1.8917465,-2.5949588,3.5618246,-0.44083363,7.4778414,0.8942945,9.407724,-1.3137518,0.007065634,-0.0791856766574498,-0.0112595880165239,-0.1138662706478229,0.070350179832813,0.0134924854239714,-0.0093726813308343,-0.021640258565974416,0.8717604777000005,23.482394650448896,0.2494012283333333,0.4898624891666666,0.35637817916666664
886,On My Mama,Victoria Monet,1,https://www.youtube.com/watch?v=KdJ-Qwu3y4Y,151.99908088235293,"[  5  22  37  54  70  87 104 122 139 157 171 188 205 223 238 255 271 288
 304 321 338 354 371 388 404 420 437 453 469 486 504 520 537 554 571 589
 605 621 638 655 672 689 705 722 739 757 775 793 811 829]",0.16875395,2029.8333860693808,2421.7642187773963,4353.753874528712,"[18.5105126  16.76340183 20.27307326 20.21698678 20.69474101 22.4854259
 46.35295368]",0.0798181237311485,0.37314355,0.26522613,0.34282658,0.2655481,0.43232068,0.247776,0.30776277,0.22870559,0.24725135,0.45092365,0.3623885,0.52919,0.40314674,0.22845556,0.33319244,0.23147486,0.48462248,0.23950076,0.315669,0.2821699,0.24634418,0.6111077,0.33762985,0.5988275,0.2770823,0.113588795,0.20481013,0.10819651,0.34114844,0.117400974,0.20311889,0.18019158,0.12431472,0.42637745,0.22569594,0.4199434,18.510512602514844,16.7634018311826,20.273073255021863,20.216986778415592,20.69474100986125,22.48542590039404,46.35295367956958,-105.39033,103.32523,2.3053672,21.479464,13.381747,0.38005558,9.561421,-3.8515794,-8.380468,0.85081416,-6.1496835,-2.8541958,-14.238004,3.0389912,-10.073057,-5.6067657,-7.2611933,-1.4978279,-5.602078,-1.9005467,0.2073230917234965,-0.0502252516055464,-0.0012483894252362,0.0454426228366962,-0.0076032652836524,0.030441726831797,0.037355089179592446,-0.924131958,23.613870722422828,0.22848909408333337,0.35934508083333333,0.3377552416666667
887,Christmastime Is Here,Vince Guaraldi Trio,1,https://www.youtube.com/watch?v=4PzetPqepXA,75.99954044117646,"[ 32  66 100 132 168 201 236 269 302 337 372 406 441 475 509 544 580 611
 645 680 712 745 779 812]",0.027923495,1757.6382985309797,2087.609997020702,3717.3752786941695,"[20.63593392 17.1052036  24.40158158 23.60826347 20.606356   17.71071968
 48.67443511]",0.0684517066052784,0.44651273,0.2672334,0.16549774,0.14265633,0.226909,0.27866596,0.15495037,0.22161125,0.27668405,0.38218054,0.18279706,0.2533539,0.6019062,0.49848673,0.2992179,0.2459411,0.31816596,0.45662534,0.29619786,0.35950002,0.33960402,0.49698493,0.34920892,0.33998737,0.40444985,0.33883944,0.16962658,0.10993738,0.16711533,0.30457157,0.1629331,0.22369595,0.18624021,0.3127256,0.20507473,0.19044663,20.6359339159072,17.10520360192451,24.40158158414392,23.60826346819149,20.60635600447028,17.71071968013571,48.67443511223948,-291.6522,111.63548,-2.064499,29.244526,-7.0865045,7.2085176,-9.8595295,-2.8246312,-11.93754,-1.2305326,-15.806423,-6.337763,-6.9115176,4.76612,-4.8248672,1.4624822,-1.0942351,-0.23446414,-5.9068627,3.3105621,0.0169431370924177,0.0703460758509849,-0.1109049135026049,0.0867611968883348,0.0067940625817783,0.023303877584433,0.015540572749223965,-10.507194082,24.677499052430367,0.23130469749999996,0.3834855291666666,0.24992102750000003
888,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,1,https://www.youtube.com/watch?v=x6zypc_LhnM,112.34714673913044,"[ 67  91 115 138 162 186 209 233 256 280 303 327 350 380 404 426 450 473
 496 519 543 565 589 612 637 661 685 708 732]",0.05410492,1555.434971181785,1891.949172265935,3237.8618209378624,"[22.70256966 14.6260503  21.83876966 23.63689505 23.24260043 22.8819717
 46.35738082]",0.0636640579683874,0.34313387,0.2985867,0.26706484,0.57114327,0.26512933,0.3448636,0.27534905,0.22769307,0.520097,0.24376112,0.25269917,0.21210742,0.3575599,0.33332068,0.24749276,0.6235678,0.22142044,0.35038438,0.2215857,0.1809217,0.6447487,0.16861548,0.22161391,0.26801696,0.28202024,0.25255573,0.17204306,0.4760606,0.13765173,0.2342793,0.12864447,0.083395265,0.48682505,0.05535877,0.14692035,0.1404699,22.70256965966075,14.626050303280426,21.83876965724085,23.63689504996306,23.242600431961424,22.88197170172154,46.357380821464176,-241.64647,132.18423,-9.297039,17.398325,-17.078524,3.8906653,-3.355403,-5.58978,-3.027214,12.387431,-2.04826,6.797225,-0.8572208,5.866438,-6.9073563,-0.16808693,-6.126493,1.1071179,-4.022028,-0.27594432,-0.2581455916338866,-0.041265385648195,0.0729006716977208,0.1413210558190751,-0.0647667440570452,0.0216482150921567,-0.021384629788362374,-6.038419357499999,25.04089108932746,0.21635203874999998,0.3199373675,0.31846903666666665
889,Shut Up And Dance,WALK THE MOON,1,https://www.youtube.com/watch?v=6JCLY0Rlx6Q,129.19921875,"[ 13  33  54  74  94 114 134 154 174 195 215 235 255 276 296 316 336 356
 376 396 417 437 457 477 498 518 538 558 578 599 619 639 659 679 699 719
 740 760 780 800 821 841]",0.20204619,2273.863269601506,2399.3965946824737,4879.643656648782,"[19.92895278 14.65447055 17.93962847 16.89351121 17.45206785 19.04410993
 49.05786447]",0.0897497190400232,0.48879686,0.61810595,0.43038073,0.43252546,0.36046794,0.40392637,0.37027925,0.43782115,0.6085365,0.4794193,0.43103954,0.41117218,0.6904445,0.7640712,0.50212675,0.49026892,0.5999148,0.5838328,0.47847834,0.4758689,0.7528326,0.7693229,0.47044554,0.5235656,0.328102,0.35794458,0.2390146,0.23021606,0.264804,0.25975236,0.20225674,0.20246324,0.3524628,0.3988646,0.2056699,0.23895764,19.928952776581426,14.65447055154468,17.93962847026926,16.893511210423824,17.452067849144086,19.04410992985787,49.05786446618336,-59.64871,89.89989,-8.74431,33.416,0.5475863,17.136417,4.0065475,7.5109262,2.3765285,9.543624,2.6098814,9.809782,-1.5468762,6.007267,0.22217438,5.400435,-1.1011127,6.7264934,-0.5951361,1.2573967,-0.0052551439620083,-0.0279909252796599,-0.0899188348098621,0.0875205459989381,-0.0036721274969651,0.0062969698016412,-0.005503252624652683,6.241740218999999,22.138657893429215,0.27337571000000005,0.5917644041666666,0.45603926916666676
890,On Chill,Wale Featuring Jeremih,1,https://www.youtube.com/watch?v=iX9ICUr1yEw,172.265625,"[ 30  46  61  76  90 105 121 136 152 167 182 197 212 227 242 257 272 287
 303 318 333 347 363 378 393 408 424 439 454 469 484 499 514 529 544 560
 575 589 604 620 635 650 665 680 695 710 725 740 756 770 785 801 816 830
 846]",0.30190325,2276.921700238129,2452.346432328153,4878.132335547782,"[20.43680983 14.65456682 18.64692656 17.8691457  20.59914302 20.44294404
 49.88906752]",0.0930034168358468,0.34993732,0.37909243,0.44112796,0.5301101,0.5062427,0.50836027,0.4876494,0.51275384,0.6094737,0.5357478,0.415053,0.35606277,0.31515256,0.49850038,0.45599768,0.6454928,0.3813639,0.4275164,0.43449998,0.46909186,0.5469706,0.36504263,0.31028596,0.24618107,0.16984479,0.31023926,0.29172334,0.39713386,0.20987399,0.2450487,0.2570914,0.27757,0.34350246,0.19718377,0.16720816,0.087814674,20.436809833906132,14.65456681540707,18.646926559586287,17.869145696625015,20.599143017237505,20.442944035195133,49.88906752095326,-53.05884,88.81309,2.873512,20.746548,1.4533687,14.727176,-2.5986025,6.284771,-5.081613,8.464053,-3.4142106,8.157767,3.8158367,-1.8025197,1.5539354,9.79014,-7.218707,6.734004,0.9878748,2.2497973,-0.1068709032704734,-0.0167615503526624,0.000939117594386,0.0094032908142638,-0.0006551914671362,0.0097713824497965,-0.017362309038637617,5.173869054999999,23.2198004969872,0.24618620033333335,0.42467465166666657,0.46930094083333335
